retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,tesla_close,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7
52.0,71.0,456.0,14.0,0.0,22.0,1.7846670150756836,0.6361,0.189,0.0,0.811,0.016650272311142134,0.014653560754022804,-0.007732351495150536,0.008270969177249577,0.0025230163449078175,0.004565751430497595,-0.0006113699195858925,-0.01280273920589072,-0.008216622766963926,0.013104640614924595,0.040645942,0.117006585,0.10118802,0.060097568,-0.020602286,-0.10666807,0.023218691,-0.021144193
1061.0,177.0,15397.0,52.0,0.0,89.0,1.8279999494552608,0.3664,0.146,0.104,0.75,0.1879622017552457,0.4214550243591249,0.20615006530947624,0.05355632620172688,-0.16813551037807312,-0.06140134833542775,0.00040992937360085464,0.054746823770885605,0.004842278548962984,0.04540515881894499,-0.024633434,0.031440582,0.09274585,0.008829384,-0.052438527,-0.050321378,0.018736025,0.007550547
99.0,17.0,165.0,3.0,0.0,12.0,1.95533299446106,0.5994,0.302,0.0,0.698,0.040913909965283476,0.3643809902438341,0.20949803683000254,0.03897258353734741,-0.06391721699903354,-0.005383760468167238,0.02072040997261503,0.0565253109742741,-0.04185272788822375,-0.03029591647402772,0.005239197,0.051091127,0.099357165,-0.06587899,0.05559404,-0.07469021,-0.02735604,-0.015044095
105.0,48.0,88.0,4.0,0.0,6.0,1.95533299446106,0.2648,0.099,0.098,0.803,0.14264067940578265,0.5786432017785078,0.33210040824683634,0.01388002353271539,0.09254226643050482,0.17095059684936179,-0.045857445449292086,-0.12798871979744694,0.01070566247458399,-0.09200646851346764,-0.035834435,-0.05884744,0.044421922,-0.015799427,0.10781881,0.022699526,-0.07588217,-0.024183583
52.0,27.0,132.0,12.0,0.0,23.0,1.937999963760376,0.079,0.149,0.133,0.718,0.0728438617235217,0.44321365871289287,0.21416392795704073,0.02850650533635541,-0.12224766461753474,-0.03057793973357807,-0.009765790422263243,0.06875736418320731,-0.06557947148853173,-0.05077783112826228,-0.046963573,0.0073121013,0.10585096,-0.13161218,0.006971447,-0.0062178513,0.029742317,-0.10421974
82.0,38.0,162.0,8.0,0.0,6.0,1.972000002861023,0.5106,0.125,0.076,0.799,0.14918376858251134,0.30699490338295615,0.08276401713575168,0.06382220891815127,-0.24856641977057958,-0.12915255098039385,-0.025154098512262593,0.07038967137011157,0.0845319268255012,-0.018308610323339535,-0.07451678,0.027146926,0.03957719,-0.044403918,0.044464357,-0.012288109,0.078598194,0.012449461
52.0,49.0,84.0,1.0,0.0,0.0,2.016666889190674,0.4576,0.176,0.0,0.824,0.04729245348606422,0.39284238312657943,0.22811050589688758,0.005410631860791526,0.09226889129096601,0.12379480492038498,-0.08234264679864234,-0.1644022741310737,0.08784947614510498,-0.11373210823520043,-0.0064885877,-0.02698634,0.023089232,0.009571939,0.041951213,-0.012661371,-0.038684968,0.0008353575
104.0,40.0,75.0,41.0,0.0,5.0,2.016666889190674,0.6369,0.182,0.054,0.764,0.13917994830474606,0.2519550895174586,0.18545198833319146,0.017955890369237847,-0.06662747019725217,-0.03534617019638981,-0.0024863948270146623,0.030160505930429612,-0.012168107937746152,0.027073277442300033,0.018498767,-0.03146938,-0.026349856,-0.060505297,-0.0044820206,-0.00912597,-0.07250303,-0.027845075
8.0,10.0,31.0,5.0,0.0,1.0,2.016666889190674,0.0,0.0,0.0,1.0,0.05190974749838865,0.6834190910353412,0.4555398150874516,0.038079370038363966,-0.003713911528162762,0.06818234713925526,0.05389870136746332,0.012963441875754295,-0.1738065124937417,0.08030327458925235,-0.025771752,0.09350906,-0.027451053,-0.03685155,0.037592035,-0.03475871,0.016732067,-0.0042530494
210.0,39.0,133.0,4.0,0.0,7.0,2.119999885559082,0.25,0.05,0.0,0.95,0.11103848706156325,0.22963665848631953,0.10995016360151819,0.09645941079198776,-0.11296904589853667,-0.11162977728173601,0.07468075497142079,0.0480617121454502,0.1250341617037607,0.02118005854769089,0.05132014,0.017310794,0.03479684,0.013454683,-0.052518066,-0.0009269263,0.006244419,0.0017810108
10.0,26.0,10.0,6.0,0.0,2.0,2.1066670417785645,0.6096,0.227,0.0,0.773,0.0424191163607004,0.12928435269804817,-0.09104955762057444,-0.05515049663499404,0.08763119922383447,0.24712897130211206,-0.13430744481594137,-0.10741021978694887,0.3257871019540679,-0.06278137105176428,-0.1250755,-0.07170088,0.021606492,-0.033789467,0.042438004,-0.08394482,-0.09922893,-0.025691357
149.0,115.0,370.0,61.0,0.0,52.0,2.128667116165161,0.7373,0.179,0.078,0.743,0.16727626536357254,0.3093285246724351,0.22546955708120645,0.0031812593645187096,-0.015633144197935885,-0.009561481209894106,0.004441794477832863,0.0332265887058497,-0.06385608988750763,0.011683285079356622,-0.059880354,0.042404875,0.07923418,-0.08612248,0.005098797,-0.013168782,-0.031479638,-0.07415178
131.0,51.0,175.0,10.0,0.0,9.0,2.171999931335449,0.5106,0.137,0.0,0.863,0.1304344107761069,0.28404730967244773,0.1316611739708358,-0.01818024752659901,0.11148035603107188,0.12130124634359925,-0.10911968750074448,-0.23399229803339178,0.18873097324484783,-0.11577575578950623,-0.039400782,-0.041030835,0.05225191,-0.08316473,0.050503943,0.042153962,-0.004550533,0.009904493
971.0,214.0,3631.0,160.0,0.0,38.0,2.0733330249786377,0.7643,0.161,0.039,0.8,0.2632902178918809,0.4560383910796106,0.14015630136110077,-0.05688383569373584,0.2164200166425304,0.013127488321018725,-0.07312298745188814,-0.04028462196971589,0.09755282764024092,-0.14239284128603028,-0.044748034,-0.0066064503,0.022252869,0.011279378,0.06983367,-0.05831973,0.064618856,-0.06620277
34.0,36.0,220.0,7.0,0.0,11.0,2.0733330249786377,0.5859,0.22,0.0,0.78,0.03760401932167435,0.3491606289826282,0.2286815929044795,0.010060426941779214,-0.009247052019442339,0.05475535729375036,0.009237940770228516,0.011195235991732291,-0.10980378374792538,0.04524192530033841,-0.04538121,-0.0026269732,-0.047592666,0.07082747,0.03173707,0.0074386247,0.0887199,-0.041892808
55.0,16.0,22.0,0.0,0.0,1.0,2.211333036422729,0.4215,0.189,0.0,0.811,0.04708210379794533,0.4770445857573389,0.19204908681045862,-0.013689141233479172,0.158199575425616,0.15260688374031794,-0.11288591898202162,-0.2313298336036126,0.1927991980323818,-0.18496974005705788,-0.076077335,0.031289883,0.033417165,-0.0019127439,-0.026088998,-0.0088476315,0.07284942,0.03149747
32.0,11.0,12.0,2.0,0.0,4.0,2.3313329219818115,0.2023,0.101,0.0,0.899,0.04454604507605501,0.3563033324699555,0.1605646282341758,-0.02647454446034437,0.04933996435802589,0.013973233044247704,0.011904484246694703,-0.038654094286815446,-0.031218086757743138,0.03261307190654532,0.048752554,0.07859833,0.0007745734,0.047869172,0.038684316,0.018805036,-0.05717875,0.048011232
61.0,101.0,265.0,18.0,0.0,28.0,2.299999952316284,0.2714,0.201,0.146,0.654,0.022587052236519183,0.39790319726475004,0.2681733103695621,0.04005216138766445,-0.015579354077986112,0.055844393925619795,0.04331082411209075,0.035213193963776465,-0.10065863929015069,0.014812007123004555,0.04687538,0.058387585,-0.09289269,0.06582235,0.0085291695,-0.08896642,0.0059678024,0.018359428
145.0,13.0,149.0,4.0,0.0,9.0,2.281332969665528,0.128,0.158,0.0,0.842,0.0343597094031475,0.5218160871508295,0.29349557039514473,0.09360924870601349,-0.160076945364975,-0.07385669141343315,0.021545740703896643,0.09691166199939928,0.009897050485874028,0.013672722555419431,-0.0010034135,0.043718457,0.028604733,-0.0022794602,0.014618318,-0.06134065,-0.02697766,-0.043192867
233.0,58.0,137.0,43.0,0.0,8.0,2.281332969665528,0.7717,0.131,0.0,0.869,0.20772160543982293,0.32003209319605563,0.11826837436929602,0.08338507086750888,-0.16759130851260431,-0.08307782136253204,0.05754052285063532,0.17188939827287594,0.23071704537300927,0.07022492958857081,-0.029193297,-0.03228536,0.06800215,-0.02154554,-0.055959407,-0.00057660346,-0.053510934,-0.044590987
118.0,19.0,56.0,4.0,0.0,4.0,2.253999948501587,0.0,0.0,0.0,1.0,0.04483505218719913,0.49511191978186103,0.24358975813883735,0.17481782357589884,-0.21248121085156393,-0.19627197992513626,0.13598711672623987,0.1453790483045209,0.19448057102762936,-0.025056010816599354,-0.048916724,0.021618068,0.022177542,-0.020241698,-0.009949765,0.011252393,-0.0880294,0.067488335
14.0,10.0,55.0,0.0,0.0,22.0,2.227333068847656,0.0,0.0,0.0,1.0,0.04615261091961066,0.04891522994241402,-0.04530972839337634,-0.013032010338783165,-0.09559000470638468,-0.05452615596910896,-0.03220162168697624,0.03790680942904651,0.03583503220611772,-0.09074748854043646,-0.03612619,-0.042090792,0.08416107,0.057492822,-0.06362751,-0.07983026,0.014525705,0.060993053
19.0,7.0,26.0,0.0,0.0,0.0,2.2693328857421875,0.0,0.0,0.0,1.0,0.023409350488279742,0.7752752206947431,0.5314867874213871,0.05846040799487118,-0.008062626742202126,0.1314037632445172,0.05552165552651556,0.053116822008091126,-0.20904051000482807,0.025223363235343094,-0.07464648,0.026309215,-0.03122449,0.019918893,0.034234826,0.0014426849,-0.049861982,-0.03807415
111.0,40.0,411.0,20.0,0.0,20.0,2.2079999446868896,0.0,0.0,0.0,1.0,0.05299933873488317,0.5410542642098977,0.2170538662822087,-0.05909799669349098,0.16215796421270395,-0.019734587038252836,0.025060224170447017,0.16001965428361828,-0.1826747631740504,-0.02683334637352851,-0.08276911,0.07906573,-0.024778137,0.020437054,0.013763981,-0.014620189,0.025313225,0.021184642
53.0,105.0,533.0,7.0,0.0,11.0,2.2079999446868896,0.5719,0.091,0.0,0.909,0.1347650302669188,0.23624144415098286,0.1642305850058445,0.00528166491192687,-0.007362985500537046,-0.0050800715129043885,0.030294326269012364,-0.014178473099878517,-0.04570156152698097,0.06354876723327782,-0.003841158,-0.062951304,0.0021117441,0.03196575,-0.03818861,-0.10060324,0.037513692,-0.109928824
54.0,14.0,64.0,5.0,0.0,9.0,2.4006669521331787,0.126,0.066,0.0,0.934,0.034056607845841365,0.02019844524321006,0.004356909142621604,-0.012272254717067452,0.013280437119379184,-0.02321385413806419,0.011166601009933741,-0.04124096488970629,0.01494927843378503,0.02852975036413705,-0.0021453155,0.05534037,0.037591044,0.073218085,-0.03766537,-0.095061034,0.0047584907,-0.10160857
37.0,8.0,42.0,0.0,0.0,1.0,2.4059998989105225,0.6956,0.218,0.0,0.782,0.022043614255895832,0.008404205402009396,-0.004255203425600809,-0.017752511745650693,-0.007251484437600216,-0.014355552212816683,0.012246585775166808,-0.005718734337897188,-0.002095223060339378,-0.006470649494572499,-0.060762167,-0.014757217,-0.038248647,-0.013235608,-0.043445945,0.06592117,0.03422529,-0.06778366
50.0,7.0,27.0,0.0,0.0,0.0,2.352667093276977,0.0,0.0,0.0,1.0,0.023409350488279742,0.7752752206947431,0.5314867874213871,0.05846040799487118,-0.008062626742202126,0.1314037632445172,0.05552165552651556,0.053116822008091126,-0.20904051000482807,0.025223363235343094,-0.059620522,0.025377331,0.068344325,-0.093197204,0.096116476,0.0042986455,0.032653276,-0.033055067
411.0,111.0,1446.0,34.0,0.0,33.0,2.3333330154418945,0.6369,0.227,0.123,0.65,0.1283193714441401,0.3946597677787032,0.21093534815611717,0.009026143249756447,-0.08423166596805394,0.009997327409054818,0.018944937040525148,0.03484999394763299,-0.06572983328159017,-0.0217526930420305,0.0038877958,0.0394433,0.110628076,-0.032693103,-0.022155939,-0.017630806,0.019577604,0.0045680013
39.0,11.0,11.0,5.0,0.0,2.0,2.330667018890381,0.8439,0.362,0.0,0.638,0.04752154581870996,0.28876899366153447,0.1838528265104548,0.02804935233742156,-0.023217357169946707,-0.012024297973594052,0.026413827333586628,0.02915595792713284,-0.047756510387003105,0.026637446685769544,-0.036489174,-0.044853788,0.027986797,-0.03480113,0.030926418,-0.025122402,-0.0610292,-0.008954893
31.0,17.0,54.0,2.0,0.0,6.0,2.293333053588867,0.6124,0.357,0.0,0.643,0.04419272218130666,0.46816711193230814,0.3603291399608279,0.026031911688540917,0.006027923652226823,0.05586777196264337,0.04407793373594801,0.01937131801562029,-0.14970077256507872,0.024872991541276663,-0.08749225,0.04375042,-0.033918135,-0.004803954,0.029379118,-0.0036054028,0.0068935547,0.079980865
148.0,21.0,32.0,0.0,0.0,1.0,2.523333072662353,0.0,0.0,0.0,1.0,0.04410508332416862,0.1304802093845624,-0.05846555934922533,-0.05927950650366727,0.11334029219664034,0.039873391494364696,-0.061731325048748155,-0.19433947809048577,0.18657787047603247,-0.09237986844678703,-0.024164459,0.10634702,-0.045206893,0.05345084,0.019437492,0.034847334,-0.063655466,0.058273923
29.0,26.0,79.0,6.0,0.0,7.0,2.523333072662353,0.937,0.339,0.0,0.661,0.1147282930756889,0.43443747788822595,0.30743266598665425,0.022871025292536134,0.002193682343947367,0.07049447329312723,0.041048873092468983,0.0180996275457827,-0.12179761534813328,0.03126527786717312,-0.0017904438,0.06380281,0.06946054,-0.004963684,-0.028724164,0.04848425,0.048519455,-0.04538866
15.0,6.0,21.0,7.0,0.0,5.0,2.523333072662353,0.4019,0.162,0.0,0.838,0.04341905620926176,0.46032287222328566,0.33040770924197643,0.018376043064659484,-0.003130181292814395,0.03886519322839174,0.03166761033200966,0.004013562350861191,-0.13118026365593205,0.05397559166858396,-0.06913483,0.07621881,0.05017755,-0.072904065,0.07591769,-0.015564978,-0.06587184,-0.058534384
286.0,55.0,667.0,79.0,0.0,40.0,2.5339999198913574,0.1027,0.067,0.059,0.874,0.12875556356925322,0.011332395721268804,-0.0021085064960641134,-0.02736934891363529,-0.01249675772789141,-0.02290688156310552,-0.003606144212507318,-0.05239925633616039,0.006570385479372304,0.04128430445141996,0.06254153,-0.063300654,-0.020655902,-0.03316426,0.0030491857,0.024082398,-0.0020515032,0.029687138
9.0,58.0,19.0,4.0,0.0,5.0,2.3333330154418945,0.6369,0.286,0.0,0.714,0.04535055942446553,0.32121425725661334,0.1910649007082928,0.012299081773661838,-0.010306622841810774,0.024748388861099067,0.023169404276711568,0.00955781616393627,-0.08438844923148892,0.05082292366185988,-0.021376267,0.0008390917,0.10807999,0.06159702,-0.0025079632,-0.029632868,-0.05426485,0.007790462
75.0,80.0,162.0,89.0,0.0,2.0,2.298666954040528,0.8908,0.307,0.051,0.642,0.11675639578112963,0.39177243274563006,0.21268246913595512,-0.019086535126041745,0.0777637756275229,0.0042594047584685055,0.017592223575405512,0.07273715965606094,-0.11920476145534109,0.01210181004703945,0.044914305,0.17245738,0.019825822,0.04024927,-0.02943902,-0.061842307,0.042149145,0.033964846
150.0,59.0,146.0,11.0,0.0,18.0,2.2100000381469727,0.918,0.29,0.066,0.644,0.176494891413675,0.18381341336710927,0.1276928066027825,0.012914209237833006,-0.04408394592839598,0.026375601208520363,0.0037213659459490395,-0.020763669745590817,-0.0668000075298687,0.04736465945408217,-0.015454584,0.07046993,0.01652381,0.0057572355,0.05499834,-0.07152383,0.022509372,0.025970548
36.0,28.0,27.0,0.0,0.0,2.0,2.2060000896453857,0.7506,0.299,0.0,0.701,0.037628036576837776,0.008837734029855417,-0.0019123134868158898,-0.020945377277952544,-0.011513432652348665,-0.034770651228393346,-0.016410623606063716,-0.007820709666452996,-0.015717466700133978,-0.008620584420362105,0.001330527,-0.022550516,-0.0062225964,0.030948201,0.023413712,0.013351929,0.06304647,-0.087805
10.0,10.0,20.0,2.0,0.0,0.0,2.2060000896453857,0.6249,0.227,0.0,0.773,0.04505491014519302,0.39899027698700773,0.24773307432002462,0.0049865868274094225,-0.015319652946059484,0.03018643719266592,0.020868095920024525,0.015600265065414337,-0.13450698226670862,0.010952159075870573,-0.0873268,0.010162604,0.039362438,-0.026290908,0.04963711,0.023913126,0.009688917,-0.095335566
740.0,636.0,3290.0,244.0,0.0,107.0,2.177333116531372,0.2263,0.12,0.08,0.8,0.032849726297880445,0.29102908189936894,0.17856185336371852,0.006267528490617348,-0.0009879645941495206,0.0331893519331704,0.010248252044151354,0.0009545381644809678,-0.07343063518084357,0.02296466511462407,-0.00015584657,0.009986368,0.042511165,0.025786744,-0.07832861,-0.053649016,0.056691594,-0.05752446
146.0,29.0,109.0,10.0,0.0,17.0,2.21066689491272,0.8885,0.293,0.052,0.655,0.1593417702448987,0.29361033036023115,0.20959330420680944,0.0042398861945651374,0.0033140101377427175,0.028721584302152655,0.03373493294283765,-0.018466828823639033,-0.07208669233432516,0.056745143352791946,0.016205007,0.0064362492,-0.021957465,-0.09924341,0.035366803,-0.037237685,-0.0053949566,0.0057883635
21.0,8.0,58.0,3.0,0.0,3.0,2.21066689491272,0.5994,0.308,0.0,0.692,0.023743419825528182,0.26032554224351107,0.18338933771673854,0.012205612005448372,0.0017521071519140804,0.03718337856445384,0.009246012446849701,8.893808483036042e-05,-0.07125159675953842,0.015427342499622066,0.01696872,-0.13377301,0.07105185,0.038935408,-0.018771797,0.07790432,0.017841961,0.0034477923
14.0,10.0,43.0,6.0,0.0,1.0,2.21066689491272,0.6588,0.205,0.0,0.795,0.051154264811965,0.028664987764710725,-0.01755740729873175,-0.02858362216987229,-0.01837146022730848,-0.055579481586126155,0.003835288688275004,-0.022221099579216343,-0.03325352128607113,0.01003564106246225,0.0046378076,0.053345244,0.03167601,-0.06502751,0.058048032,0.048672393,-0.07791327,0.006021485
193.0,48.0,61.0,2.0,0.0,1.0,2.129333019256592,0.0,0.0,0.0,1.0,0.14321234652151602,0.1479538320411292,-0.035128725521406966,0.08028995320683076,-0.2249019234227342,-0.2289434075141106,0.024226483137857843,0.0842729535415533,0.2604725967659346,-0.09193143502628713,-0.0462908,0.01084144,0.051359233,-0.019600172,-0.0073527372,0.034581758,-0.02630692,-0.0063408264
388.0,32.0,55.0,1.0,0.0,0.0,2.121332883834839,0.0,0.0,0.0,1.0,0.07090592429408227,0.1788537187620587,-0.06340857708900235,0.09727777517703987,-0.25326221169027374,-0.3106184459946009,0.1137639939765007,0.06363781451834978,0.2801555972631608,0.020578130308158745,-0.034250885,-0.038062412,0.0715989,0.017781973,-0.022867404,0.04785766,0.002394384,-0.043340333
