text,retweetCount,replyCount,likeCount,quoteCount,viewCount,timestamp,bookmarkCount,quote,text_length
RT @Tesla: Megapack Factory https://t.co/Ffw3KcxoGf,4394,0,0,0,21,2023-02-03 23:08:33+00:00,0,,51
RT @SpaceX: Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/9a56rWumR1,2477,0,0,0,57,2023-02-02 09:04:38+00:00,0,,110
RT @SpaceX: Liftoff! https://t.co/XMKaD3cv1j,2530,0,0,0,13,2023-02-07 01:36:49+00:00,0,,44
"RT @mtaibbi: Instead of tracking how “Russia” influenced American attitudes, Hamilton 68 simply collected a handful of mostly real, mostly…",5510,0,0,0,39,2023-01-27 23:36:32+00:00,0,,139
RT @SpaceX: Starlink is now available in Nigeria – the first African country to receive service! → https://t.co/slZbTmZmAt,7343,0,0,0,62,2023-01-30 23:21:41+00:00,0,,122
RT @Tesla: Melt snow &amp; warm your cabin from a ski lift (or anywhere) in a few minutes using the Tesla app https://t.co/uv7SrsUoG9,3821,0,0,0,58,2023-01-31 23:35:30+00:00,0,,133
"RT @mtaibbi: I’m trying to assemble a list of news stories and TV segments pegged to Hamilton 68 and will publish it once done, hopefully t…",4691,0,0,0,38,2023-01-27 20:00:28+00:00,0,,140
RT @SpaceX: Liftoff! https://t.co/nLJdSIiPZZ,3097,0,0,0,25,2023-01-27 05:44:05+00:00,0,,44
RT @Tesla: Q4 2022 Earnings Call https://t.co/JNL5ovciRJ,2591,0,0,0,51,2023-01-25 22:43:08+00:00,0,,56
"RT @Tesla: In 2022, we produced &amp; delivered 1.3M+ vehicles 💪 
 
In Q4 we achieved our highest-ever quarterly revenue, operating income &amp; ne…",2948,0,0,0,41,2023-01-25 21:53:09+00:00,0,,148
RT @Tesla: Full presentation → https://t.co/82uFyKANI8,2160,0,0,0,75,2023-01-25 16:51:35+00:00,0,,54
"RT @Tesla: Thank you to the Tesla team, our supply chain partners &amp; the local community that helped us get here! https://t.co/k4onev0rQP",1992,0,0,0,39,2023-01-24 23:35:45+00:00,0,,140
RT @SpaceX: Launch and catch tower destacked Ship 24 from Booster 7 on the orbital pad today ahead of the Booster’s static fire test https:…,3612,0,0,0,58,2023-01-26 03:11:55+00:00,0,,140
"RT @Tesla: We've come a long way since we broke ground at Giga Nevada in 2014.

To date, the team there has successfully produced:  
- 7 bi…",1558,0,0,0,26,2023-01-24 23:35:37+00:00,0,,140
"RT @Tesla: Today, we’re announcing $3.6B of new investment in Giga Nevada.

- 4M sq ft of new manufacturing footprint
- 3k additional team…",5381,0,0,0,44,2023-01-24 23:35:28+00:00,0,,139
"RT @SpaceX: After completing Starship’s first full flight-like wet dress rehearsal, Ship 24 will be destacked from Booster 7 in preparation…",3928,0,0,0,51,2023-01-24 18:17:07+00:00,0,,140
RT @SpaceX: Starship completed its first full flight-like wet dress rehearsal at Starbase today. This was the first time an integrated Ship…,7083,0,0,0,59,2023-01-24 01:34:54+00:00,0,,140
RT @Tesla: Track Mode lets you use your Tesla’s instant response &amp; motor torque to feel superhuman on the track—available on Model S Plaid…,1541,0,0,0,106,2023-01-20 23:17:32+00:00,0,,143
"RT @Tesla: Heat Pump allows us to move heat around to whatever system needs it most, giving Tesla vehicles unmatched efficiency in cold wea…",1285,0,0,0,87,2023-01-20 23:17:18+00:00,0,,140
"RT @TwitterSupport: For @TwitterBlue subscribers, when you save a new Bookmark, you can still save directly to a folder by holding down the…",1268,0,0,0,147,2023-01-20 23:41:05+00:00,0,,140
"RT @CommunityNotes: We are now admitting contributors from the UK 🇬🇧, Ireland 🇮🇪, Australia 🇦🇺 and New Zealand 🇳🇿 — welcome to Community No…",858,0,0,0,139,2023-01-20 19:01:24+00:00,0,,140
"RT @Tesla: Tesla operates the world’s largest global fast-charging network—40k+ Superchargers in 46 countries, located near amenities &amp; opt…",2517,0,0,0,93,2023-01-19 17:56:08+00:00,0,,144
RT @SpaceX: Liftoff! https://t.co/71UKeM8LRY,2801,0,0,0,86,2023-01-19 17:55:46+00:00,0,,44
RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/2EFQLkXX0k,2517,0,0,0,91,2023-01-19 17:55:49+00:00,0,,113
"RT @SpaceX: Falcon Heavy is now vertical on Launch Complex 39A in Florida. Targeting Sunday, January 15 for launch of the USSF-67 mission →…",3271,0,0,0,66,2023-01-14 19:37:30+00:00,0,,140
RT @SpaceX: Falcon Heavy’s side boosters have landed https://t.co/jzxIbHSfFR,4591,0,0,0,50,2023-01-15 23:05:56+00:00,0,,76
RT @SpaceX: Watch Falcon Heavy launch the USSF-67 mission to orbit → https://t.co/bJFjLCiTbK  https://t.co/7prulAjJoH,3015,0,0,0,44,2023-01-15 22:51:14+00:00,0,,117
"RT @Rainmaker1973: SpaceX Starship 24 stacked on Super Heavy Booster 7 at Starbase in Texas. 

Standing 120 m tall &amp; with more than twice t…",3046,0,0,0,95,2023-01-14 04:46:06+00:00,0,,144
RT @LinoTreize: Respect aux Fanatics et à Thauvin qui se fait cracher dessus chaque week-end mais qui porte ses couilles devant les support…,276,0,0,0,,2016-04-03 22:08:10+00:00,0,,140
RT @RQ97_: @Mar62xانا عمري بقربك يصير اجملل❤🔥:(,1,0,0,0,,2016-03-30 22:48:26+00:00,0,,47
"RT @canalN_: Amprimo:  Martha Chávez fue un lujo para el Congreso, su presencia en necesaria ► https://t.co/RHrqbta4ZW https://t.co/O559jrS…",20,0,0,0,,2015-12-18 01:48:45+00:00,0,,140
"RT @DrAymanAlothman: ليست كل الأخطاء قابلة للإصلاح
بعض الأشياء لا تعود كسابق عهدها
مهما حاولت إصلاحها https://t.co/mFBmXQlxjD",23,0,0,0,,2015-10-23 22:29:46+00:00,0,,125
"RT @bo73ashg: ان الحنين لا يعرف الخداع ابداً !!

فـ هو زاد العشق و هلاك المعشوق !!

#دقه_في_الاختيار",3,0,0,0,,2015-09-27 01:02:35+00:00,0,,100
RT @fujitv: 夜9時～の『土曜プレミアム・天才探偵ミタライ～難解事件ファイル「傘を折る女」～』数多くの作家に多大な影響を与えたミステリー界の巨匠・島田荘司の最高傑作シリーズがついに初のドラマ化！玉木宏、堂本光一、クールな二人が... #fujitv http://t.…,691,0,0,0,,2015-03-07 01:23:42+00:00,0,,140
RT @GoalieWays: When the ref yells at you  https://t.co/Cunp6E5WMt,697,0,0,0,,2015-02-11 22:20:29+00:00,0,,66
RT @cochinaperra: El legado de Chávez y la continuación de Maduro  http://t.co/WssPLgWYQR,353,0,0,0,,2015-01-29 21:07:04+00:00,0,,89
RT @i_REP_HP: Ain't shit to do in anderson no mo !!,4,0,0,0,,2014-07-23 04:05:37+00:00,0,,51
"RT @I_Ali87: الفرق بين الكلمتين (Rent , Hire)
Hire : الإستئجار لوقت قصير
Rent : الإستئجار لوقت طويل
عدم التفرقه بينهم من اكثر الأخطاء شيوعآ…",45,0,0,0,,2014-03-14 06:25:47+00:00,0,,140
RT @AgustinaKB: KLAINE DESERVE IT!!!! C'MON KLAINER KEEP VOTING NO LOOSE! Kurt/Blaine #chemistry #PeoplesChoice,6,0,0,0,,2013-12-04 00:30:55+00:00,0,,111
"RT @KevindoTommo: ""quem é você quando coloca os fones de ouvido e faz um clipe mentalmente?"" ""Niall Horan"" http://t.co/8v0Cz651X2",858,0,0,0,,2013-11-28 22:24:12+00:00,0,,129
"RT @Harpiyo134: 先生達の職員室の会話〜リア充〜
'リア充ってカップルじゃなくても成り立つんじゃね？リアルに充実した生活送ってればいいんでしょ？ならみんなそーじゃね？""
""俺リア充だ！やったーぜ！""
""俺もだ！""""やっとリア充なれたぜ‼︎""

こんなこと会話してる…",3,0,0,0,,2013-11-23 01:45:48+00:00,0,,140
"RT @juannimo: Puedo aceptar el fracaso, todo el mundo falla en algo. Pero no puedo aceptar no intentarlo.",8,0,0,0,,2013-07-15 14:16:31+00:00,0,,105
"RT @delsasolorzano: Los trabajadores de Miranda, tienen los mismos derechos que los trabajadores de los otros estados. #RecursosParaMiranda",139,0,0,0,,2013-04-30 00:18:26+00:00,0,,139
"RT @app_iph0ne: مجاني لفترة
الرحيق المختوم
من اجمل وامتع كتب السيرة النبوية على صاحبها افضل الصلاة والتسليم
https://t.co/iPkWplqeX0

#ap ...",9,0,0,0,,2013-04-02 17:49:11+00:00,0,,140
RT @mtaibbi: The latest #TwitterFiles expose as a total lie a major Russiagate story — that the #ReleaseTheMemo hashtag was fueled by Russi…,9925,0,0,0,80,2023-01-12 22:54:46+00:00,0,,140
"RT @teslaownersSV: BREAKING: Tesla Is US Brand with Lowest Maintenance Cost for its Cars with 10 years of Use, Model S Is #1 ⁦@elonmusk⁩  h…",2865,0,0,0,69,2023-01-13 01:38:29+00:00,0,,140
RT @Tesla: View your charging history &amp; savings for the full year in the Tesla app https://t.co/6pZhR9HQsz,1704,0,0,0,62,2023-01-13 13:49:50+00:00,0,,110
RT @Tesla: Tesla owners collectively saved $2B+ in 2022 ⚡️,1672,0,0,0,91,2023-01-13 13:49:52+00:00,0,,58
"RT @TwitterBusiness: We will soon launch Verification for Organizations, formerly known as Blue for Business. Today, you can apply for earl…",1496,0,0,0,87,2023-01-14 04:02:54+00:00,0,,140
RT @SpaceX: View from the recovery vessel as Dragon returned to Earth https://t.co/FbJM8AGICi,3599,0,0,0,49,2023-01-11 21:03:29+00:00,0,,93
RT @SpaceX: More pics of Starship fully stacked on the orbital launch pad at Starbase → https://t.co/095WHWN1zX https://t.co/pYzC9nQYSc,4522,0,0,0,47,2023-01-12 16:22:43+00:00,0,,135
"RT @SpaceX: Team are stepping into a series of tests prior to Starship's first flight test in the weeks ahead, including full stack wet dre…",2100,0,0,0,48,2023-01-12 16:22:45+00:00,0,,140
RT @SpaceX: SpaceX had four rockets on four pads and two Dragons on orbit today—as CRS-26 Dragon departed the @space_station with Crew-5 Dr…,4170,0,0,0,35,2023-01-10 15:30:55+00:00,0,,140
RT @Tesla: Model S &amp; Model Y received the highest overall safety scores among every vehicle tested by EuroNCAP in 2022 https://t.co/3RgxHFX…,3371,0,0,0,43,2023-01-11 12:10:49+00:00,0,,144
RT @SpaceX: Watch Falcon 9 launch the @OneWeb Launch 16 mission to orbit → https://t.co/bJFjLCiTbK https://t.co/YJtUk3RrUW,2476,0,0,0,38,2023-01-10 04:38:38+00:00,0,,122
"RT @boringcompany: Was our privilege to provide transportation for @LVCVA at an amazing @CES convention.  
Fun Loop stats: average ride tim…",2087,0,0,0,61,2023-01-10 04:14:52+00:00,0,,140
"RT @SpaceX: All cargo is loaded, the hatch is closed, and Dragon is ready for an on-time departure from the @space_station at 5:05 p.m. ET.…",1809,0,0,0,34,2023-01-09 21:49:10+00:00,0,,140
RT @SpaceX: Ship 24 stacked on Super Heavy Booster 7 at Starbase in Texas https://t.co/hLcghfq349,7518,0,0,0,41,2023-01-10 01:04:48+00:00,0,,97
RT @Tesla: Watch live TV &amp; stream your favorite shows in your Tesla when parked,1977,0,0,0,31,2023-01-09 16:41:12+00:00,0,,83
"RT @Tesla: Safety is the primary design objective for our vehicles. 

Your Tesla monitors your surroundings, alerting you or taking correct…",3890,0,0,0,33,2023-01-07 22:49:52+00:00,0,,140
RT @Tesla: Tesla’s impact in California → https://t.co/4MudoNiCJG,2417,0,0,0,37,2023-01-05 17:09:04+00:00,0,,65
"RT @Tesla: 2022 was a huge year for EVs. 

Thank you to Tesla owners, supporters &amp; employees for helping us accelerate the world’s transiti…",4359,0,0,0,87,2022-12-30 02:52:15+00:00,0,,144
RT @SpaceX: Watch Falcon 9 launch 114 spacecraft to orbit → https://t.co/bJFjLCiTbK https://t.co/ZJ7ZOJXZOm,3718,0,0,0,44,2023-01-03 15:39:27+00:00,0,,107
RT @SpaceX: Falcon Heavy in the hangar at Launch Complex 39A in Florida https://t.co/juU6Im08zj,3218,0,0,0,20,2023-01-07 22:49:21+00:00,0,,95
RT @SpaceX: Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022! https://t.co/MIstToPIyL,4499,0,0,0,86,2022-12-30 02:51:50+00:00,0,,137
RT @Tesla: S3XY winter testing in New Zealand 🇳🇿❄️ https://t.co/UMttiFOhxU,3518,0,0,0,263,2022-12-29 03:47:08+00:00,0,,74
RT @SpaceX: Liftoff! https://t.co/1U2u912GNq,2942,0,0,0,172,2022-12-28 09:43:39+00:00,0,,44
RT @Tesla: Tesla ecosystem https://t.co/BLTrFuFU6o,3835,0,0,0,116,2022-12-27 23:29:54+00:00,0,,50
RT @Tesla: Congrats to the 4680 cell team on achieving 868k cells built in the last 7 days—equal to 1k+ cars! 🔋 https://t.co/CaC7Js9aEL,4801,0,0,0,74,2022-12-25 19:53:01+00:00,0,,135
"RT @mtaibbi: Twitter Files Thread: The Spies Who Loved Twitter:

https://t.co/cAHz9VxfyS",18319,0,0,0,71,2022-12-25 09:22:42+00:00,0,,88
"RT @mtaibbi: Notes on a Friday Night:
https://t.co/QvmYOUQb1v",3689,0,0,0,75,2022-12-24 10:43:20+00:00,0,,61
RT @Tesla: Giga Texas is alive ⚡️🚘,3246,0,0,0,69,2022-12-23 17:54:36+00:00,0,,34
RT @Tesla: Track Mode coming to Model Y Performance https://t.co/c2Je4YsxgI,3030,0,0,0,64,2022-12-22 17:01:27+00:00,0,,75
RT @Tesla: Every Tesla has an electronic powertrain that provides instant torque control—enabling more control &amp; stability in winter condit…,2640,0,0,0,84,2022-12-20 15:50:22+00:00,0,,144
"RT @RubinReport: Holy sheep shit. The government was actually paying Twitter to censor people.

@elonmusk, maybe there is a way to make Twi…",10495,0,0,0,65,2022-12-20 15:09:30+00:00,0,,140
RT @SpaceX: Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/hjvWIY9cZ3,3087,0,0,0,180,2022-12-28 09:46:43+00:00,0,,110
"RT @TwitterBusiness: Today, we’re rolling out Twitter Blue for Business, a new program that lets businesses distinguish their brands and ke…",3830,0,0,0,67,2022-12-20 00:59:25+00:00,0,,140
"RT @Tesla: Be your own utility with Solar &amp; Powerwall →
https://t.co/e3O2PP5HOd",2404,0,0,0,49,2022-12-20 00:37:53+00:00,0,,83
RT @Tesla: We’ve completed 500k+ Solar Panel and Solar Roof installations—that’s equal to ~4 GW of clean energy ☀️ https://t.co/Tjz6PzYuah,3078,0,0,0,53,2022-12-20 00:37:50+00:00,0,,138
"RT @SpaceX: Starlink now has more than 1,000,000 active subscribers – thank you to all customers and members of the Starlink team who contr…",5373,0,0,0,54,2022-12-19 20:47:31+00:00,0,,140
"RT @ShellenbergerMD: 1. TWITTER FILES: PART 7

The FBI &amp; the Hunter Biden Laptop

How the FBI &amp; intelligence community discredited factual…",53344,0,0,0,66,2022-12-19 20:40:56+00:00,0,,147
RT @Tesla: Congrats to the Giga Berlin team on building 3k Model Y this week! https://t.co/uUTOTRrasX,4869,0,0,0,83,2022-12-18 20:52:22+00:00,0,,101
RT @pmarca: A warm welcome to all the newest converts to the great American cause of free speech!,5120,0,0,0,73,2022-12-16 06:05:34+00:00,0,,97
RT @FOXSoccer: ARGENTINA TAKES THE LEAD IN THE 108TH MINUTE 😱 https://t.co/vqqjaCizBP,3411,0,0,0,56,2022-12-18 17:31:20+00:00,0,,85
RT @amazingmap: All of US history has occurred within a single Pluto orbit https://t.co/AawNrSd7Iz,8105,0,0,0,62,2022-12-17 20:17:57+00:00,0,,98
RT @SpaceX: Falcon 9 launches the Surface Water and Ocean Topography (SWOT) mission to orbit; first stage booster returns to Earth https://…,2927,0,0,0,39,2022-12-16 21:23:23+00:00,0,,140
"RT @Tesla: Tesla Electric lets Powerwall owners generate, use &amp; export sustainable power to run their homes https://t.co/JHZ48NSwUS",2549,0,0,0,26,2022-12-15 23:27:14+00:00,0,,135
RT @SpaceX: Ship 24 completes a single-engine static fire test at Starbase in Texas https://t.co/gF9beLcarX,7776,0,0,0,37,2022-12-15 20:44:32+00:00,0,,107
"RT @Tesla: Introducing Tesla Electric, the electricity plan that offers low-cost clean energy for homes with Powerwall—starting in Texas →…",4530,0,0,0,29,2022-12-15 23:27:08+00:00,0,,139
"RT @Tesla: Giga Texas hits 3k Model Y builds/week. 

Congrats, Tesla team! 🤘 https://t.co/uhG03gFyba",3814,0,0,0,35,2022-12-15 19:57:46+00:00,0,,100
"RT @SpaceX: Starlink will provide high-speed internet to the @MuscowpetungRez in Saskatchewan, Canada starting next year",1641,0,0,0,,2022-12-15 14:58:15+00:00,0,,120
"RT @NASA: We're now targeting no earlier than 6:46am ET (1146 UTC) on Friday, Dec. 16, for launch of the Surface Water and Ocean Topography…",2350,0,0,0,,2022-12-15 14:58:19+00:00,0,,140
RT @yousuck2020: https://t.co/i0ZoKQx3bY,4132,0,0,0,,2022-12-14 09:03:28+00:00,0,,40
"RT @Tesla: Semi's cabin is significantly bigger than that of traditional heavy trucks, with lots of storage and easy access https://t.co/wo…",2223,0,0,0,,2022-12-13 21:32:49+00:00,0,,140
RT @SpaceX: Watch Falcon 9 launch ispace’s HAKUTO-R Mission 1 to a lunar transfer orbit → https://t.co/bJFjLCzWdK https://t.co/LlHRsCpqHI,3288,0,0,0,,2022-12-11 07:56:19+00:00,0,,137
RT @SpaceX: Falcon 9’s first stage has landed on Landing Zone 2 https://t.co/0viaOjqKR1,2978,0,0,0,,2022-12-11 07:56:16+00:00,0,,87
RT @SpaceX: Deployment of ispace’s HAKUTO-R Mission 1 confirmed https://t.co/9R3Uw2qceS,3385,0,0,0,,2022-12-11 08:27:27+00:00,0,,87
RT @SpaceX: Liftoff! https://t.co/FEenmAJmOz,4552,0,0,0,,2022-12-11 07:56:14+00:00,0,,44
"RT @CommunityNotes: Beginning today, Community Notes are visible around the world 🌎🌍🌏",3868,0,0,0,,2022-12-11 01:45:21+00:00,0,,85
"RT @Tesla: 40 Megapack units balance the grid in Lessines, Belgium—making it the biggest operational energy storage system in continental E…",2781,0,0,0,,2022-12-09 18:44:54+00:00,0,,140
RT @SpaceX: Stage separation https://t.co/OLV2aXVsbY,2713,0,0,0,,2022-12-08 22:57:00+00:00,0,,52
RT @SpaceX: Falcon 9's first stage has landed https://t.co/0JxddJt5Sd,5059,0,0,0,,2022-12-08 22:57:09+00:00,0,,69
RT @SpaceX: Liftoff! https://t.co/axfShpTw0o,3544,0,0,0,,2022-12-08 22:56:54+00:00,0,,44
"RT @yousuck2020: 月旅行のクルーが決まりました！
Crew for Moon Trip Selected!!
#dearMoonCrew @dearmoonproject 
https://t.co/Fle1vbPplD",5370,0,0,0,,2022-12-08 22:55:41+00:00,0,,118
"RT @SpaceX: Starlink started providing high-speed, low-latency internet to passengers during flights on the first @flyjsx jet this week! ht…",3256,0,0,0,,2022-12-08 20:50:28+00:00,0,,140
RT @Tesla: Configurator now live in Thailand 🇹🇭 → https://t.co/3lVkllVQJ4,1506,0,0,0,,2022-12-08 20:15:31+00:00,0,,73
RT @Tesla: https://t.co/sS3CExP48Q,1452,0,0,0,,2022-12-08 20:15:27+00:00,0,,34
RT @teslaownersSV: Tesla Semi is super quiet while pulling the float. Pretty insane to see this as the future. The exhaust and engine aren’…,3967,0,0,0,,2022-12-08 02:31:37+00:00,0,,140
RT @Tesla: Delivered our first Tesla Semis last week ✌️ https://t.co/4o2tlkDcyH,3819,0,0,0,,2022-12-08 20:15:24+00:00,0,,79
RT @SpaceX: Teams completed additional vehicle inspections and reviews; rocket and payload are looking good for launch of the @ispace_inc H…,1458,0,0,0,,2022-12-07 22:24:57+00:00,0,,140
"RT @COLDEX_STC: Despite 30 knot winds at the Allan Hills, Antarctica, where ice cores up to 2,700,000 years old have been found, @SpaceX St…",8598,0,0,0,,2022-12-05 04:53:37+00:00,0,,140
"RT @TwitterBusiness: Calling all businesses and professionals 📣

Visit our SMB resources page to download the guide to getting the most out…",1975,0,0,0,,2022-12-04 02:17:48+00:00,0,,140
"RT @Tesla: Tesla Semi driving 500 miles, fully loaded, on a single charge https://t.co/iZzomLcwZF",8742,0,0,0,,2022-12-02 02:15:33+00:00,0,,97
"RT @neuralink: Thank you for joining our live stream to hear about the progress the team has made in the last year. In case you missed it,…",1974,0,0,0,,2022-12-02 16:22:54+00:00,0,,139
"RT @TwitterBusiness: Twitter 2.0:

Same mission.
Faster innovation.
More transparency.

https://t.co/mNBerk4vPE",6393,0,0,0,,2022-11-30 18:56:34+00:00,0,,111
RT @SpaceX: Falcon 9 is vertical on pad 40 in Florida ahead of launch of the @ispace_inc HAKUTO-R Mission 1 – the first privately-led Japan…,2890,0,0,0,,2022-11-30 17:13:06+00:00,0,,140
"RT @pmarca: ""We look forward to a world founded upon four essential human freedoms. The first is freedom of speech and expression—everywher…",7524,0,0,0,,2022-11-29 01:36:41+00:00,0,,140
"RT @SpaceX: Dragon separation confirmed; autonomous docking to the @space_station on Sunday, November 27 at ~7:30 a.m. ET https://t.co/U8sN…",2517,0,0,0,,2022-11-26 19:44:45+00:00,0,,140
"RT @Tesla: Happy Thanksgiving! 

Thanks to the Tesla team, owners and fans for helping us accelerate the world’s transition to sustainable…",3731,0,0,0,,2022-11-24 18:09:44+00:00,0,,139
RT @SpaceX: Falcon 9 launches Dragon to the @space_station https://t.co/yvh5C9U5AV,6604,0,0,0,,2022-11-26 21:07:22+00:00,0,,82
RT @SpaceX: Falcon 9’s first stage has landed on the Just Read the Instructions droneship https://t.co/SIVrDEYT9R,3146,0,0,0,,2022-11-26 19:44:42+00:00,0,,113
"RT @TwitterBusiness: Stronger ROI for advertisers.
Relevant ads for everyone.

New Twitter solutions are now live 👇
https://t.co/9tWExprfZl",2040,0,0,0,,2022-11-24 01:44:00+00:00,0,,139
RT @SpaceX: Liftoff! https://t.co/FcVOep82eo,3780,0,0,0,,2022-11-26 19:44:36+00:00,0,,44
RT @SpaceX: Liftoff! https://t.co/gTbH5zOKCq,4719,0,0,0,,2022-11-23 03:00:58+00:00,0,,44
RT @SpaceX: Deployment of Eutelsat 10B confirmed https://t.co/2TwjY8ObzS,3304,0,0,0,,2022-11-23 05:36:57+00:00,0,,72
RT @Tesla: Inside Tesla exhibit at Petersen Automotive Museum opens tomorrow https://t.co/qU3IickfBw,5117,0,0,0,,2022-11-20 03:08:52+00:00,0,,100
RT @TeslaCharging: 40k Superchargers around the world — and counting https://t.co/w6tShTkwPA,2675,0,0,0,,2022-11-23 00:15:34+00:00,0,,92
RT @TrungTPhan: Twitter servers right now https://t.co/f65xDOb981,18059,0,0,0,,2022-11-20 02:08:11+00:00,0,,65
"RT @NASA: LIVE NOW: The #Artemis era of exploration begins today with @NASAArtemis I, the first integrated test flight of the rocket and sp…",10156,0,0,0,,2022-11-16 06:48:24+00:00,0,,140
RT @Tesla: https://t.co/2Ylnmh97Oz,8558,0,0,0,,2022-11-16 04:21:58+00:00,0,,34
RT @Tesla: Model S received the highest overall score from Euro NCAP among any vehicle tested under the current protocol → https://t.co/dTd…,3598,0,0,0,,2022-11-16 19:26:11+00:00,0,,140
RT @Tesla: Join our growing team installing Solar + Powerwall across the US → https://t.co/BMlhHBbAJn https://t.co/mVupmqcjiK,2819,0,0,0,,2022-11-12 17:44:07+00:00,0,,125
"RT @TeslaSolar: Tesla solar and Powerwall can power your home &amp; reduce your dependence on the grid – at the lowest price in the US →
https:…",2545,0,0,0,,2022-11-12 17:44:05+00:00,0,,144
RT @SpaceX: Deployment of @Intelsat Galaxy 31 confirmed https://t.co/OmnFr0GUdy,2836,0,0,0,,2022-11-12 17:41:04+00:00,0,,79
RT @SpaceX: Liftoff! https://t.co/u2frCG8Jji,3811,0,0,0,,2022-11-12 17:40:36+00:00,0,,44
RT @SpaceX: Happy Veterans Day to all those who have served! https://t.co/81iK9DBhKj,6560,0,0,0,,2022-11-11 18:34:56+00:00,0,,84
"RT @TeslaCharging: In pursuit of our mission, today we are opening up our EV connector design →

https://t.co/HTk7Si9XZy https://t.co/vMKts…",2904,0,0,0,,2022-11-11 18:16:34+00:00,0,,140
RT @robinw: https://t.co/05QY6u4FSD,2610,0,0,0,,2022-11-09 18:56:24+00:00,0,,35
"RT @Tesla: Meet Megafactory, our new Megapack factory in Lathrop, CA 🔋🔋🔋 https://t.co/aw85eHECXI",4612,0,0,0,,2022-11-07 16:32:25+00:00,0,,96
RT @Tesla: View all destination chargers → https://t.co/lqJMwQTuvH,1591,0,0,0,,2022-11-07 16:32:21+00:00,0,,66
RT @Tesla: Design &amp; manufacture actuators for our Optimus robot! https://t.co/UVFZAF0Roy,2079,0,0,0,,2022-11-05 22:15:44+00:00,0,,92
RT @boringcompany: Full-scale Hyperloop Testing has begun https://t.co/cDUD1PEfkD,4205,0,0,0,,2022-11-05 02:40:15+00:00,0,,81
RT @SpaceX: Life at Starbase https://t.co/tYfYRLRQjU https://t.co/gmYHM4y3GR,6907,0,0,0,,2022-11-04 21:09:22+00:00,0,,76
RT @DavidSacks: The entitled elite is not mad that they have to pay $8/month. They’re mad that anyone can pay $8/month.,26106,0,0,0,,2022-11-03 07:08:50+00:00,0,,119
RT @SpaceX: Deployment of Eutelsat HOTBIRD 13G confirmed https://t.co/gq1HiV6HLE,3310,0,0,0,,2022-11-03 06:05:36+00:00,0,,80
"RT @Stuck4ger: Wow that was amazing, @SpaceX #FalconHeavy https://t.co/Y0ozNxUtun",16720,0,0,0,,2022-11-01 21:12:58+00:00,0,,81
"RT @SpaceX: Falcon Heavy launches USSF-44 to orbit, and its two side boosters return to Earth – SpaceX's 50th mission of 2022 https://t.co/…",4182,0,0,0,,2022-11-01 17:22:50+00:00,0,,140
RT @SpaceX: Falcon Heavy rolling up the ramp ahead of tomorrow’s targeted launch of the USSF-44 mission; weather is 90% favorable for lifto…,4089,0,0,0,,2022-10-31 22:06:15+00:00,0,,140
"RT @Tesla: Happy Halloween 🎃 

🎥 transformerskids on Instagram https://t.co/dm8NlTTzg4",8182,0,0,0,,2022-11-01 03:31:28+00:00,0,,86
RT @Tesla: 20k Model Y built at Giga Texas to date! https://t.co/8Rl5ZqgqQq,4226,0,0,0,,2022-10-30 12:56:06+00:00,0,,75
RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/bIFlERy14S,5936,0,0,0,,2022-10-28 01:25:24+00:00,0,,113
"RT @Tesla: Solar + Powerwall ensures you never lose power, even if the grid goes down

🎥 @jeremyjudkins_ https://t.co/rZXpyTtnmb",5499,0,0,0,,2022-10-28 21:03:05+00:00,0,,128
RT @SpaceX: Watch Falcon 9 launch 53 Starlink satellites → https://t.co/8tB1syjlld https://t.co/94NWd45BqP,2510,0,0,0,,2022-10-28 01:25:16+00:00,0,,106
RT @SpaceX: Liftoff! https://t.co/B0Il6HsYBS,5542,0,0,0,,2022-10-28 01:25:20+00:00,0,,44
"RT @WalterIsaacson: At Twitter headquarters’ coffee bar, ⁦@elonmusk⁩ https://t.co/vy5Cw7zttf",18735,0,0,0,,2022-10-27 16:28:38+00:00,0,,92
RT @SpaceX: Starlink is now available in Jamaica → https://t.co/slZbTmHdml,1907,0,0,0,,2022-10-24 18:09:30+00:00,0,,74
RT @SpaceX: Falcon Heavy in the hangar at Launch Complex 39A https://t.co/Ul1Ti8e8qH,4230,0,0,0,,2022-10-23 23:02:25+00:00,0,,84
RT @historyinmemes: How the borders have changed over time https://t.co/Rs8RmTpRw1,23586,0,0,0,,2022-10-22 21:04:27+00:00,0,,82
RT @Tesla: Vote for new Supercharger locations → https://t.co/bjNaL3DErN,1938,0,0,0,,2022-10-21 21:46:05+00:00,0,,72
RT @SpaceX: Launch and catch tower stacking Starship at Starbase https://t.co/KOpX8tZMHh,4719,0,0,0,,2022-10-21 22:35:01+00:00,0,,88
"RT @Tesla: Our most advanced paint system yet, allowing up to 13 layers for depth, dimension &amp; a hand-painted look https://t.co/UXoZwC281m",1285,0,0,0,,2022-10-21 21:45:15+00:00,0,,142
