retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,timestamp,tesla_close,sentiment_compound,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7
697.0,1422.0,6392.0,400.0,0.0,238.0,2010-06-04,2.173332929611206,0.4939,0.020993656911125286,0.00045507647487022393,0.00150593804781761,-0.005976384029130799,0.006603849189857578,-0.02279105254018011,0.04762141411783372,0.031737842791321524,-0.01778639000984873,0.00172356219068228,-0.06923580914735794,0.02784416265785694,0.12327898293733597,0.013979427516460419,0.05173792690038681,-0.09195390343666077,0.05744871124625206,-0.006008423864841461
46.0,83.0,321.0,17.0,0.0,22.0,2011-12-01,2.173332929611206,0.8932,0.13662092064800227,0.4753692726863253,0.2521229087755633,-0.014742443030913254,0.07291685049260017,-0.12403865078397508,-0.07703661124238388,0.10307316706671499,-0.016131588824794717,-0.05658316960805636,0.018403861671686172,0.047609321773052216,0.019696388393640518,-0.008493058383464813,0.007290232926607132,-0.043939098715782166,-0.04717930778861046,0.004895229358226061
48.0,73.0,220.0,16.0,0.0,16.0,2011-12-03,2.2200000286102295,0.5994,0.14052812091375308,-0.008966920289058204,0.025863041974018328,-0.022270819100229124,0.007925358796632516,0.003022415202450578,-0.02200696326878018,0.0030423193098371654,-0.019038780891573223,0.01647292459713597,-0.04025270417332649,0.026027992367744446,-0.026313966140151024,0.06251739710569382,0.05231223627924919,0.008486087433993816,0.054393548518419266,0.02010335586965084
39.0,41.0,251.0,34.0,0.0,44.0,2011-12-04,2.2200000286102295,0.7346,0.024958459048899234,0.009139580167682428,0.0048086957903760085,-0.005607336808935253,-0.007634933985057934,-0.00037283770775194786,-0.01370212923570825,-0.009498262778125969,-0.03081447530371953,0.011191021697167335,0.02209230698645115,0.010306272655725479,-0.03221627697348595,0.0017394445603713393,-0.020948221907019615,0.05109274759888649,0.014735240489244461,0.020154152065515518
864.0,188.0,3293.0,146.0,0.0,197.0,2011-12-21,1.8380000591278076,0.8702,0.3086941513729417,0.40743399347511206,0.3055342888543695,0.008139786141212529,0.0045942752712475506,-0.06092511437253456,-0.030474766668133382,-0.0834013843470885,-0.06273004120801277,0.05962978252953943,-0.028532998636364937,-0.02944725565612316,0.060678716748952866,-0.05462596192955971,0.05777405574917793,0.06058290973305702,0.0769835039973259,0.000216708576772362
306.0,211.0,2136.0,95.0,0.0,89.0,2011-12-22,1.8513330221176147,0.4574,0.14792452769970668,0.4713838729120745,0.2884029611699486,0.012246763621311406,0.06482502865111255,-0.12372006380791317,-0.04954520798426381,0.03994388223057412,0.007641025717498165,-0.03602045825284106,-0.01296861469745636,-0.033137187361717224,-0.005196106154471636,0.027257703244686127,-0.019297588616609573,0.020012779161334038,0.10626056045293808,-0.1282138228416443
7885.0,1233.0,106160.0,753.0,0.0,832.0,2011-12-24,1.8600000143051147,0.8807,0.19519260676703049,0.42272156038978265,0.25804757608121676,0.044131990851988975,-0.12326756369313353,0.02864520065830904,0.011016468372851656,-0.06717703932103518,0.0018633438972343647,-0.004679111154002674,0.06285421550273895,0.003922285512089729,0.09218017011880875,-0.047432202845811844,-0.006719681899994612,0.031403668224811554,0.09042451530694962,-0.023640727624297142
222.0,281.0,1232.0,49.0,0.0,54.0,2011-12-26,1.8600000143051147,0.9432,0.3110258315827514,0.260541805649187,0.2226675513310553,0.0026994388127677283,-0.009893871401409552,-0.04865183810098963,0.006660988508220371,-0.0337221250134088,-0.05239206792967912,0.03898967396488712,-0.05462535470724106,0.022367851808667183,0.08296885341405869,-0.04956245422363281,0.044844284653663635,0.044507499784231186,-0.03426000103354454,0.05045513063669205
42.0,21.0,46.0,4.0,0.0,6.0,2011-12-27,1.9046670198440552,0.7579,0.045685447398264245,0.2945318772002027,0.19187912427400053,0.02037000020118944,-0.011202988466308211,-0.03057545963181286,0.005822495174204469,-0.024754431105675656,-0.06818591204170642,0.025983247331007247,-0.03478970751166344,-0.007395431865006685,0.0685332864522934,0.06400296092033386,0.02199077606201172,-0.07142934948205948,-0.07544932514429092,-0.015348587185144424
10.0,54.0,253.0,17.0,0.0,8.0,2011-12-28,1.9006669521331787,0.7485,0.06280617639774182,-0.04544100357578424,0.06578139786123736,-0.029185964517288637,0.005279968317226869,0.019594623109591428,-0.07654587699758249,-0.032239312545333756,-0.04712770028451859,-0.015947113296600767,-0.023841848596930504,0.012803769670426846,0.015561917796730995,-0.017399754375219345,0.0905977264046669,0.018651921302080154,0.040242236107587814,-0.00551885599270463
123.0,364.0,932.0,102.0,0.0,82.0,2011-12-29,1.915333032608032,0.9886,0.2794086761276512,0.13708918106352552,0.1307570475997219,-0.012375139013827573,-0.0019224330187207,0.019500710016417854,-0.025488285849511082,0.011345294866781108,-0.06165001230758286,0.07038064958408359,-0.002143122721463442,0.007735725957900286,0.05061082914471626,-0.06754661351442337,0.10237693041563034,0.03648478537797928,-0.08232176303863525,0.006564514245837927
40897.0,2288.0,157077.0,4379.0,0.0,2033.0,2011-12-30,1.9040000438690183,0.988,0.3163637100121944,0.128028498790229,0.07834619678830967,-0.00030955087965908794,-0.08578474379971533,0.10244124744642968,-0.006305690417234483,0.03847663606440127,-0.026274757604318234,0.05469114392848785,-0.011309565976262093,-0.028784601017832756,0.1275300234556198,0.00997067242860794,-0.0429573617875576,0.03377655893564224,0.036505889147520065,0.026154177263379097
186.0,100.0,558.0,34.0,0.0,16.0,2011-12-31,1.9040000438690183,-0.7579,0.19319634254840887,0.20819433893095493,0.08084347327363763,-0.04460091667159387,0.05618619717503494,0.02575772542954963,0.007731547614220352,-0.04325935781889108,-0.061750548074377215,0.003197617129967735,0.04936088249087334,0.07932882010936737,0.011246703565120697,0.011186657473444939,0.08619853109121323,0.040450625121593475,-0.05705525353550911,0.026625804603099823
149.0,101.0,632.0,63.0,0.0,50.0,2012-01-01,1.9040000438690183,-0.3178,0.33063850960869323,0.19665437388491286,0.19691958879170093,-0.021791517327942052,-0.0048565268780138,-0.03740585308442504,-0.02966951217721924,-0.024552473076596106,-0.06112188087127471,0.03280136784474263,-0.05963414907455444,0.02345166727900505,0.07315517961978912,-0.02112457901239395,0.02988787367939949,0.07212159782648087,-0.035835567861795425,-0.028177063912153244
108.0,34.0,118.0,9.0,0.0,16.0,2012-01-03,1.871999979019165,0.9066,0.21619101638947932,0.012297408307798678,0.025872454514564318,-0.014554491895093872,0.009032209845181483,0.024166605514415334,-0.004151078740871256,0.025530962013895406,-0.03732717496802819,0.050221071459882055,-0.05227343365550041,-0.04688815400004387,0.06299751251935959,-0.014664539135992527,-0.05939822271466255,0.01140668522566557,-0.05229350924491882,-0.0779070109128952
112.0,64.0,134.0,7.0,0.0,7.0,2012-01-06,1.7940000295639038,0.3182,0.19641831368244356,0.15111359524970017,-0.03032645967641473,0.08441524530423226,0.053716684842701624,-0.014575205066546882,-0.05595575302620369,0.2882600597026559,0.18785346805330944,-0.13554555930339446,-0.040560800582170486,-0.06118626892566681,0.06127958372235298,-0.013749110512435436,0.02244650386273861,0.053987905383110046,-0.03800022229552269,0.020722296088933945
63.0,31.0,314.0,17.0,0.0,15.0,2012-01-11,1.881999969482422,0.6616,0.044577514113940384,0.389304875677674,0.1413945288514456,-0.040534856674423525,0.09943285804351162,0.022356467514188703,0.009492515421246179,-0.1517907738535458,-0.05788858131816366,-0.02123785973340442,-0.079838328063488,-0.08161459118127823,-0.06398081034421921,0.023082491010427475,-0.09271758794784546,-0.07366405427455902,-0.03814421221613884,0.01371780689805746
147.0,73.0,184.0,103.0,0.0,14.0,2012-01-12,1.8833329677581787,0.6757,0.18287694634510926,0.4074518973818091,0.2363176909174372,0.005523630369792359,0.053079626725076504,-0.13163338568363958,-0.06199132110153306,0.09662074081883427,0.046483801434025515,-0.06563143776414315,-0.043551962822675705,0.04629224166274071,0.054141540080308914,0.031914032995700836,-0.06013256683945656,-0.05790136009454727,-0.1266733556985855,0.013252625241875648
78.0,41.0,293.0,4.0,0.0,14.0,2012-01-13,1.519333004951477,0.0,0.05769797971253381,0.1066403316317854,-0.094375266189663,-0.07759903170576164,0.12327279603381029,0.09657509385727081,0.013356485186149921,-0.0021758723341154156,-0.014449342246230368,-0.032600504807084436,0.009609337896108627,0.019397597759962082,-0.004526568576693535,0.018050622195005417,-0.03855977579951286,-0.01468203030526638,-0.11111754924058914,0.060743559151887894
36.0,44.0,108.0,53.0,0.0,10.0,2012-01-14,1.519333004951477,-0.8027,0.1464609711211689,0.2695288882648552,0.22141744522455026,0.010168140224875962,-0.011341716794082173,-0.050352079909248094,-0.006934599250483992,-0.0577523091323541,-0.04216743197737307,0.02506058132976441,-0.03476421907544136,0.09548834711313248,0.0570816844701767,-0.012413745746016502,0.03654386103153229,-0.032164860516786575,0.06027977913618088,-0.033116988837718964
172.0,121.0,7035.0,38.0,0.0,26.0,2012-01-17,1.773332953453064,-0.1002,0.22493232247438277,0.2486841277198953,0.058936006198607005,-0.07761603689554555,0.14402489177330036,0.0902839120423291,0.02149178574241178,-0.0869642558595185,-0.05306527505682141,0.017710065711148693,0.017322629690170288,0.03117239475250244,0.056985702365636826,0.054061807692050934,-0.06138724833726883,-0.04624047875404358,0.02622693032026291,0.04740528762340546
350.0,150.0,6039.0,92.0,0.0,21.0,2012-01-18,1.7873330116271973,-0.4939,0.027309947529401316,0.0013314214878703678,0.004385556416452474,-0.01479473150775779,0.0016016131902300164,0.006259127934081773,0.013531775259618595,0.03142977429927705,-0.008224145608656704,0.03058115290362202,0.004806410986930132,0.13954994082450867,0.007434390019625425,0.036428216844797134,0.04958444461226463,0.03484421595931053,-0.0015204236842691898,0.0074798911809921265
8.0,6.0,11.0,4.0,0.0,2.0,2012-01-22,1.773332953453064,0.0,0.01065596937265821,0.0034351507448802322,0.0029993279363350164,0.0022300293960121572,0.009239431959631197,0.004244002251743556,0.008664236787120146,-0.0020138879532241353,-0.01781833806072136,0.008651941699862104,-0.03334199637174606,-0.02907237410545349,-0.00877741351723671,-0.032437607645988464,-0.015361626632511616,0.030289851129055023,0.04649168252944946,0.012886635027825832
